ID_book,first author,title,genre,city,publisher,year,cover type,price,discount
315,Vivie,nec sem duis aliquam convallis nunc proin at turpis a pede,Biography,Oslo,Carroll Inc,1949,Hardcover,304.79,95.69
316,Port,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,Biography,Lanas,Thiel-Mills,1996,Leatherbound,110.46,50.46
317,Lannie,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,Biography,Kanginan,Thiel-Mills,2020,Leatherbound,31.77,47.01
318,Worthington,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,Science Fiction,Vestmannaeyjar,"Bernier, Dooley and Considine",2020,Kindle,156.66,74.25
319,Adolph,curabitur in libero ut massa volutpat convallis morbi odio odio,Biography,Urpay,Purdy Group,1975,Leatherbound,117.54,25.87
320,Welbie,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,Biography,Lingcheng,Carroll Inc,1946,Leatherbound,811.56,62.29
321,Toinette,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,Fantasy,Bouabout,"Bernier, Dooley and Considine",1944,Audio,571.32,72.12
322,Leoine,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,Romance,Lingcheng,Schaefer Group,2016,Leatherbound,300.24,65.62
323,Humfrey,nisi at nibh in hac habitasse platea dictumst aliquam augue quam,Fantasy,São Martinho de Árvore,Schaefer Group,1986,Leatherbound,821.22,23.53
324,Sherwin,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,Romance,Koson,Carroll Inc,1942,Hardcover,138.59,83.28
325,Emanuele,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Fantasy,Kanginan,Purdy Group,1934,Kindle,337.92,3.41
326,Vivie,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Fantasy,Troparëvo,Price-Harris,1942,Kindle,94.67,26.53
327,Sherwin,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,Mystery,Kyzylzhar,"Dickinson, Lind and Bruen",1924,Hardcover,391.72,63.92
328,Lesley,porttitor id consequat in consequat ut nulla sed accumsan felis,Science Fiction,São Martinho de Árvore,Carroll Inc,2004,Audio,49.54,47.76
329,Humfrey,cras mi pede malesuada in imperdiet et commodo vulputate justo in,Science Fiction,Cahuanuyo,Thiel-Mills,1925,Paperback,927.87,18.62
330,Port,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,Mystery,Savanna-la-Mar,Carroll Inc,1969,Leatherbound,225.29,84.29
331,Heloise,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,Drama,Fortios,Schaefer Group,1941,Hardcover,446.75,93.54
332,Sim,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,Mystery,Bouabout,"Bernier, Dooley and Considine",1952,Kindle,120.48,19.06
333,Humfrey,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,Fantasy,Bouabout,Purdy Group,1959,Audio,761.34,29.39
334,Lebbie,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,Drama,Kuafeu,"Bernier, Dooley and Considine",2002,Paperback,538.8,99.11
335,Brittany,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Biography,Lingcheng,Carroll Inc,1998,Hardcover,206.74,82.47
336,Dyane,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,Biography,Lingcheng,Thiel-Mills,1938,Leatherbound,155.57,41.86
337,Joyann,id consequat in consequat ut nulla sed accumsan felis ut at,Romance,Lingcheng,"Rutherford, Predovic and Osinski",2011,Hardcover,259.95,71.94
338,Brigg,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,Fantasy,Kanginan,Schaefer Group,1963,Leatherbound,468.01,55.24
339,Jenica,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,Drama,Al Jahrā’,Purdy Group,1928,Hardcover,83.01,44.07
340,Mareah,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Science Fiction,Koson,"Dickinson, Lind and Bruen",1995,Audio,855.69,45.8
341,Noni,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,Comedy,Varginha,"Rutherford, Predovic and Osinski",1951,Leatherbound,249.68,65.48
342,Rosaleen,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Biography,Bouabout,Schaefer Group,1978,Leatherbound,534.96,8.42
343,Janean,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,Romance,Koson,Price-Harris,1984,Kindle,339.6,29.87
344,Noni,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,Romance,Fortios,Purdy Group,1989,Kindle,968.91,81.79
345,Kearney,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Biography,Bouabout,Thiel-Mills,1900,Kindle,163.58,16.89
346,Kearney,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Romance,Urpay,Carroll Inc,1931,Audio,373.79,67.27
347,Manda,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,Mystery,Oslo,Thiel-Mills,1924,Paperback,206.42,3.32
348,Brigg,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Biography,Vestmannaeyjar,Thiel-Mills,1950,Leatherbound,164.03,45.74
349,Celine,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Drama,Savanna-la-Mar,Price-Harris,1935,Paperback,477.93,76.7
350,Osmund,platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Science Fiction,Kuafeu,Thiel-Mills,1978,Leatherbound,925.31,97.47
351,Blakelee,dui vel sem sed sagittis nam congue risus semper porta volutpat,History,Tongbang,Schaefer Group,1912,Kindle,402.45,33.11
352,Dannie,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,Drama,Kanginan,Carroll Inc,2015,Paperback,921.61,24.65
353,Brittany,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Romance,Bouabout,Schaefer Group,2014,Hardcover,193.19,10.36
354,Brenn,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,Mystery,Lanas,Schaefer Group,1905,Audio,659.54,17.45
355,Port,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,Biography,Savanna-la-Mar,"Bernier, Dooley and Considine",1997,Audio,666.32,65.25
356,Brittany,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,Drama,Koson,Thiel-Mills,1993,Audio,240.75,74.97
357,Jenica,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,Science Fiction,Koson,"Rutherford, Predovic and Osinski",1969,Paperback,540.85,1.74
358,Kareem,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,Mystery,Lanas,"Bernier, Dooley and Considine",1960,Hardcover,66.88,92.61
359,Kalie,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,Drama,Koson,Schaefer Group,1917,Kindle,126.69,38.15
360,Lannie,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,Fantasy,Oslo,"Rutherford, Predovic and Osinski",2016,Kindle,179.98,3.26
361,Uta,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,Science Fiction,Kuafeu,Price-Harris,1923,Leatherbound,818.81,40.9
362,Kearney,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,Biography,Kanginan,Purdy Group,2016,Leatherbound,706.55,10.49
363,Manda,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,Science Fiction,Fortios,"Bernier, Dooley and Considine",1987,Audio,295.5,16.02
364,Tabitha,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,Mystery,Flores da Cunha,Price-Harris,1976,Paperback,318.81,87.29
365,Worthington,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,Biography,Varginha,"Dickinson, Lind and Bruen",1933,Kindle,809.71,32.05
366,Marielle,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,Drama,Tongbang,"Rutherford, Predovic and Osinski",1947,Hardcover,218.03,51.99
367,Brittany,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Science Fiction,Flores da Cunha,Carroll Inc,1951,Paperback,498.04,34.45
368,Noni,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,Biography,Savanna-la-Mar,Thiel-Mills,1951,Audio,558.6,41.82
369,Tabitha,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Biography,Al Jahrā’,"Dickinson, Lind and Bruen",1923,Kindle,401.76,33.29
370,Cristionna,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,Fantasy,Vestmannaeyjar,Purdy Group,1988,Leatherbound,336.78,73.65
371,Toinette,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,Science Fiction,São Martinho de Árvore,Schaefer Group,1925,Paperback,293.44,29.46
372,Dyane,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,Fantasy,Kulonkali,"Bernier, Dooley and Considine",1999,Audio,117.8,18.86
373,Humfrey,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Biography,Troparëvo,"Rutherford, Predovic and Osinski",2002,Hardcover,879.77,10.73
374,Manda,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Biography,São Martinho de Árvore,"Bernier, Dooley and Considine",1977,Kindle,589.87,88.22
375,Gillian,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,Biography,Kuafeu,"Bernier, Dooley and Considine",1964,Paperback,574.74,17.5
376,Mareah,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,Biography,Kanginan,Schaefer Group,1974,Kindle,492.15,38.17
377,Janean,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,Biography,Kuafeu,"Rutherford, Predovic and Osinski",1905,Hardcover,575.02,84.69
378,Jenica,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,Fantasy,Savanna-la-Mar,Thiel-Mills,1992,Leatherbound,695.26,26.04
379,Marielle,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,History,Tongbang,Schaefer Group,1939,Paperback,739.6,90.61
380,Gillian,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,Fantasy,Kyzylzhar,Thiel-Mills,1930,Hardcover,608.88,26.36
381,Cicily,integer ac leo pellentesque ultrices mattis odio donec vitae nisi,Biography,Al Jahrā’,"Dickinson, Lind and Bruen",1902,Paperback,254.55,5.02
382,Brittany,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,Fantasy,Lingcheng,"Rutherford, Predovic and Osinski",1942,Leatherbound,320.98,11.45
383,Joyann,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,Biography,Kulonkali,Thiel-Mills,1938,Kindle,790.91,25.73
384,Rosaleen,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,Romance,Vestmannaeyjar,"Bernier, Dooley and Considine",1947,Kindle,295.89,95.77
385,Adolph,dolor quis odio consequat varius integer ac leo pellentesque ultrices,Comedy,Varginha,"Bernier, Dooley and Considine",1952,Paperback,997.67,35.59
386,Port,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,Romance,Vestmannaeyjar,Carroll Inc,1942,Leatherbound,663.71,67.94
387,Jenica,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,Fantasy,Tongbang,Schaefer Group,1933,Kindle,551.39,82.74
388,Heloise,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,Fantasy,Tongbang,Carroll Inc,1965,Paperback,854.55,25.85
389,Toinette,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,History,Flores da Cunha,Thiel-Mills,1996,Kindle,988.76,67.23
390,Mareah,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,Science Fiction,Koson,"Bernier, Dooley and Considine",1931,Paperback,138.46,20.66
391,Gillian,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,Comedy,Urpay,Schaefer Group,1943,Audio,977.8,80.43
392,Kalie,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,Science Fiction,Lingcheng,Purdy Group,1993,Kindle,886.53,9.09
393,Celine,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,Drama,Al Jahrā’,Price-Harris,1920,Audio,350.33,90.47
394,Port,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,Science Fiction,Oslo,Carroll Inc,1912,Kindle,966.67,31.67
395,Heloise,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,Fantasy,Kanginan,Thiel-Mills,1917,Paperback,449.3,70.29
396,Kalie,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,History,Kulonkali,"Rutherford, Predovic and Osinski",1954,Kindle,92.4,27.69
397,Noni,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,Fantasy,Varginha,"Dickinson, Lind and Bruen",1919,Kindle,160.89,37.94
398,Emanuele,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,History,Urpay,Purdy Group,1915,Leatherbound,243.95,15.37
399,Jefferey,metus sapien ut nunc vestibulum ante ipsum primis in faucibus,Drama,Flores da Cunha,Carroll Inc,1962,Kindle,37.36,9.04
400,Celine,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,Fantasy,Tongbang,Carroll Inc,1963,Paperback,320.07,16.34
401,Christiane,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,Comedy,Flores da Cunha,"Rutherford, Predovic and Osinski",1997,Audio,358.26,15.48
402,Jenica,varius ut blandit non interdum in ante vestibulum ante ipsum primis in,Biography,Kulonkali,Carroll Inc,1910,Kindle,995.56,27.5
403,Kearney,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,Science Fiction,Oslo,Schaefer Group,1955,Hardcover,501.82,13.76
404,Welbie,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,Science Fiction,Kuafeu,Schaefer Group,1997,Audio,532.11,42.6
405,Kearney,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,Biography,São Martinho de Árvore,Carroll Inc,2003,Hardcover,196.0,11.17
406,Lesley,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,Science Fiction,Varginha,"Bernier, Dooley and Considine",1999,Audio,729.36,79.88
407,Emanuele,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Mystery,Koson,Carroll Inc,2020,Hardcover,154.9,26.58
408,Lesley,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,Comedy,Savanna-la-Mar,Schaefer Group,2022,Hardcover,79.19,11.72
409,Worthington,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,Romance,Kyzylzhar,"Dickinson, Lind and Bruen",1931,Leatherbound,896.61,80.99
410,Mareah,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,Mystery,Fortios,Thiel-Mills,1914,Audio,199.9,11.58
411,Dannie,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,Mystery,Kuafeu,"Rutherford, Predovic and Osinski",1959,Paperback,8.31,90.21
412,Winny,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,Biography,Bouabout,Schaefer Group,1913,Leatherbound,467.65,79.54
413,Gorden,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,History,São Martinho de Árvore,"Bernier, Dooley and Considine",1981,Audio,824.08,46.94
414,Murielle,ornare consequat lectus in est risus auctor sed tristique in tempus sit,Comedy,Tongbang,"Rutherford, Predovic and Osinski",1948,Leatherbound,672.39,95.27
415,Christiane,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,Biography,Kulonkali,"Dickinson, Lind and Bruen",1964,Leatherbound,446.33,56.29
416,Blakelee,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,Mystery,Kanginan,"Rutherford, Predovic and Osinski",1915,Leatherbound,470.98,58.64
417,Murielle,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,Fantasy,Lingcheng,"Rutherford, Predovic and Osinski",1932,Audio,150.77,88.68
418,Hasty,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Fantasy,Oslo,Schaefer Group,1905,Audio,400.26,25.65
419,Christiane,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,Biography,Flores da Cunha,"Bernier, Dooley and Considine",1923,Leatherbound,147.37,14.01
420,Uta,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,History,Tongbang,"Bernier, Dooley and Considine",1978,Paperback,522.07,61.84
421,Welbie,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Drama,Flores da Cunha,Carroll Inc,1989,Hardcover,254.8,13.14
422,Worthington,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,Biography,Troparëvo,Purdy Group,1929,Audio,82.49,7.37
423,Celine,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Romance,Vestmannaeyjar,Purdy Group,1962,Audio,901.37,12.05
424,Toinette,sit amet nulla quisque arcu libero rutrum ac lobortis vel,Fantasy,Troparëvo,Purdy Group,1910,Kindle,319.13,68.0
425,Janean,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,Comedy,Kuafeu,Carroll Inc,1946,Leatherbound,19.94,91.0
426,Kareem,praesent lectus vestibulum quam sapien varius ut blandit non interdum,Fantasy,Kyzylzhar,"Rutherford, Predovic and Osinski",2001,Leatherbound,460.18,46.91
427,Humfrey,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,Biography,Fortios,Carroll Inc,1921,Hardcover,501.91,98.64
428,Kearney,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,History,Koson,"Dickinson, Lind and Bruen",1971,Paperback,643.72,40.38
429,Port,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,Comedy,Al Jahrā’,"Dickinson, Lind and Bruen",1916,Hardcover,579.44,29.63
430,Welbie,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,Biography,Vestmannaeyjar,Schaefer Group,1980,Audio,685.94,7.31
431,Blakelee,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,Drama,Lanas,Price-Harris,1967,Audio,599.55,43.02
432,Toinette,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,Biography,Troparëvo,Price-Harris,1907,Leatherbound,202.16,57.75
433,Cicily,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,Romance,Troparëvo,"Dickinson, Lind and Bruen",2008,Hardcover,786.29,63.07
434,Noni,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,Science Fiction,Bouabout,Schaefer Group,1980,Kindle,49.57,68.21
435,Worthington,nibh fusce lacus purus aliquet at feugiat non pretium quis,Fantasy,Lanas,Purdy Group,1963,Hardcover,116.75,57.89
436,Welbie,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,Fantasy,Kulonkali,Carroll Inc,1982,Audio,118.43,2.89
437,Alameda,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,Fantasy,Koson,Carroll Inc,1972,Leatherbound,893.48,5.59
438,Emanuel,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Biography,Lanas,"Bernier, Dooley and Considine",1961,Kindle,679.86,54.37
439,Port,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Drama,São Martinho de Árvore,Carroll Inc,1936,Hardcover,331.96,92.2
440,Jefferey,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,Drama,Cahuanuyo,Purdy Group,1917,Leatherbound,489.36,69.3
441,Toinette,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,Drama,Lanas,Thiel-Mills,1946,Hardcover,782.68,2.76
442,Lisbeth,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,Science Fiction,Savanna-la-Mar,"Bernier, Dooley and Considine",2018,Leatherbound,230.17,93.64
443,Winny,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Romance,Al Jahrā’,Schaefer Group,1995,Paperback,887.14,57.99
444,Emanuel,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Romance,Savanna-la-Mar,Schaefer Group,1913,Hardcover,726.85,33.58
445,Osmund,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,Science Fiction,São Martinho de Árvore,"Rutherford, Predovic and Osinski",1961,Hardcover,544.57,65.36
446,Lebbie,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,Comedy,Lingcheng,"Rutherford, Predovic and Osinski",1981,Paperback,178.24,20.38
447,Adolph,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Comedy,Savanna-la-Mar,Thiel-Mills,1973,Hardcover,244.3,12.93
448,Christiane,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,Fantasy,Vestmannaeyjar,Carroll Inc,1964,Leatherbound,407.78,63.86
449,Sim,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Science Fiction,Urpay,Schaefer Group,1922,Leatherbound,600.23,5.66
450,Uta,lobortis est phasellus sit amet erat nulla tempus vivamus in,Comedy,Cahuanuyo,Thiel-Mills,1963,Audio,299.53,86.3
451,Emanuel,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,Biography,Fortios,Schaefer Group,1930,Leatherbound,111.6,83.33
452,Gillian,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,Biography,Bouabout,Carroll Inc,1907,Leatherbound,743.99,30.74
453,Adolph,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Science Fiction,Tongbang,Price-Harris,2012,Leatherbound,105.55,73.49
454,Sherwin,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,Science Fiction,Kuafeu,"Bernier, Dooley and Considine",1986,Leatherbound,286.69,65.04
455,Cloris,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Science Fiction,Koson,Carroll Inc,1916,Kindle,978.38,94.1
456,Winny,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,Drama,São Martinho de Árvore,Carroll Inc,1953,Hardcover,848.21,12.6
457,Uta,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,Fantasy,Vestmannaeyjar,"Rutherford, Predovic and Osinski",2009,Hardcover,367.55,80.88
458,Marielle,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,Science Fiction,Oslo,Carroll Inc,1956,Hardcover,118.19,7.06
459,Hasty,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Mystery,Lanas,Thiel-Mills,1906,Kindle,710.26,58.63
460,Heloise,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,Comedy,Oslo,"Dickinson, Lind and Bruen",1958,Audio,350.22,40.93
461,Gillian,nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Fantasy,Urpay,Price-Harris,1953,Kindle,945.67,38.69
462,Jenica,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,Romance,Varginha,Carroll Inc,1959,Audio,50.64,52.82
463,Leoine,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,History,Kyzylzhar,Schaefer Group,2003,Kindle,437.95,84.55
464,Christiane,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Science Fiction,Urpay,Thiel-Mills,1916,Leatherbound,814.81,74.87
465,Winny,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Comedy,Fortios,"Rutherford, Predovic and Osinski",1925,Paperback,696.23,89.86
466,Adolph,non quam nec dui luctus rutrum nulla tellus in sagittis dui,Fantasy,Kyzylzhar,Purdy Group,1974,Paperback,139.31,92.08
467,Janean,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,Comedy,Urpay,"Dickinson, Lind and Bruen",1939,Kindle,596.74,98.38
468,Blakelee,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,Fantasy,Kuafeu,"Rutherford, Predovic and Osinski",1939,Paperback,378.43,20.97
469,Emanuel,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Fantasy,Kuafeu,Price-Harris,1981,Hardcover,388.74,45.25
470,Welbie,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,Drama,Kuafeu,Carroll Inc,1901,Kindle,59.83,62.96
471,Manda,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,Science Fiction,Oslo,Purdy Group,1909,Audio,534.0,73.39
472,Christiane,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,History,Koson,Price-Harris,1931,Audio,153.98,78.97
473,Cicily,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,Science Fiction,Kuafeu,"Rutherford, Predovic and Osinski",1995,Paperback,10.23,37.26
474,Lisbeth,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Drama,Kuafeu,"Bernier, Dooley and Considine",1961,Audio,990.64,49.34
